"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,122741,CME ,00,122 ,   12923,    2612,       0,       0,    4891,    2211,       0,    4843,    9340,      27,       0,       0,       0,   12373,   11578,     550,    1345,    1387,     110,       0,       0,     673,      -3,       0,     733,    1220,      -2,       0,       0,       0,    1514,    1215,    -127,     172,  100.0,   20.2,    0.0,    0.0,   37.8,   17.1,    0.0,   37.5,   72.3,    0.2,    0.0,    0.0,    0.0,   95.7,   89.6,    4.3,   10.4,     23,.,      0,      0,.,      4,      0,      5,     10,.,      0,      0,      0,     10,     14,    83.2,    60.2,    94.2,    78.3,    83.2,    60.2,    94.2,    78.1,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","FutOnly"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",200929,2020-09-29,12460+,CBT ,00,124 ,   37025,   10778,   11568,     791,    9571,    1176,     646,    7272,    3310,     257,     195,   13815,       0,   29510,   31563,    7515,    5462,    2139,   -1690,    2667,     321,    3854,    -795,    -102,     201,     787,     251,    -445,    -414,       0,    2390,    2715,    -251,    -577,  100.0,   29.1,   31.2,    2.1,   25.9,    3.2,    1.7,   19.6,    8.9,    0.7,    0.5,   37.3,    0.0,   79.7,   85.2,   20.3,   14.8,     79,     15,     15,.,     13,      5,      8,     17,      9,      4,.,      4,      0,     52,     42,    35.0,    54.7,    46.4,    63.8,    34.8,    52.8,    46.0,    61.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","FutOnly"
"DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE",200929,2020-09-29,124603,CBT ,00,124 ,   74049,   21555,   23136,    1582,   19142,    2352,    1292,   14544,    6619,     514,     390,   27630,       0,   59019,   63125,   15030,   10924,    4277,   -3380,    5333,     641,    7707,   -1589,    -204,     402,    1574,     502,    -889,    -827,       0,    4779,    5430,    -502,   -1153,  100.0,   29.1,   31.2,    2.1,   25.9,    3.2,    1.7,   19.6,    8.9,    0.7,    0.5,   37.3,    0.0,   79.7,   85.2,   20.3,   14.8,     79,     15,     15,.,     13,      5,      8,     17,      9,      4,.,      4,      0,     52,     42,    35.0,    54.7,    46.4,    63.8,    34.8,    52.8,    46.0,    61.9,"($5 X DJIA INDEX)","124603","CBT ","124 ","F20","FutOnly"
"DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE",200929,2020-09-29,124606,CBT ,00,124 ,   35549,    9517,   16085,      21,   17302,    8637,    5349,    1254,    4386,       0,       0,     431,       0,   33443,   34909,    2106,     640,    1487,    -319,     615,       0,    1697,    -181,     181,     -33,     632,       0,       0,       0,       0,    1526,    1247,     -39,     240,  100.0,   26.8,   45.2,    0.1,   48.7,   24.3,   15.0,    3.5,   12.3,    0.0,    0.0,    1.2,    0.0,   94.1,   98.2,    5.9,    1.8,     28,      5,      5,.,     12,.,      4,.,.,      0,      0,.,      0,     19,     14,    50.2,    65.4,    74.5,    90.8,    41.7,    58.4,    64.4,    79.4,"($100 X DJ US REAL ESTATE INDEX)","124606","CBT ","124 ","F20","FutOnly"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,13874+,CME ,00,138 ,  502009,   60140,  100377,    7279,  252985,  134756,   55829,   35931,   71744,    9486,   25077,   66525,    1203,  447930,  447198,   54080,   54812,    -164,    -216,   -5394,    1940,  -10551,    2645,     513,    3291,    2917,     570,    5408,      -5,    -520,     434,    2666,    -598,   -2830,  100.0,   12.0,   20.0,    1.5,   50.4,   26.8,   11.1,    7.2,   14.3,    1.9,    5.0,   13.3,    0.2,   89.2,   89.1,   10.8,   10.9,    543,     31,     39,     18,    149,     98,    124,     59,     97,     40,     32,     38,     10,    362,    373,    15.9,    20.5,    24.0,    30.2,    14.9,    20.5,    21.9,    30.2,"(S&P 500 INDEX X $250.00)","13874+","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,138749,CME ,00,138 ,   21497,   16712,    2323,      18,    1904,   11138,       0,     227,    2493,      17,       0,     213,       0,   18878,   16202,    2619,    5295,    1023,    1199,     117,     -31,     -18,     198,       0,    -247,     -60,      -1,       0,     213,       0,     902,     436,     121,     587,  100.0,   77.7,   10.8,    0.1,    8.9,   51.8,    0.0,    1.1,   11.6,    0.1,    0.0,    1.0,    0.0,   87.8,   75.4,   12.2,   24.6,     25,      6,      4,.,      5,      5,      0,.,.,.,      0,.,      0,     13,     14,    71.2,    61.3,    82.9,    70.2,    71.2,    61.3,    82.9,    70.1,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,13874A,CME ,00,138 , 2473492,  293201,  505763,   27146, 1264926,  673779,  279144,  187153,  349892,   37943,  118387,  332623,    6013, 2213913, 2212303,  259579,  261189,     541,   -3582,  -17089,     449,  -52757,   13226,    2565,   11454,   11813,    7874,   20042,   -3025,     402,  -13553,   16215,   14094,  -15674,  100.0,   11.9,   20.4,    1.1,   51.1,   27.2,   11.3,    7.6,   14.1,    1.5,    4.8,   13.4,    0.2,   89.5,   89.4,   10.5,   10.6,    543,     31,     39,     18,    149,     98,    124,     59,     97,     40,     32,     38,     10,    362,    373,    16.1,    20.6,    24.4,    30.4,    15.1,    20.6,    22.2,    30.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,20974+,CME ,00,209 ,   55119,   16241,    3127,     141,   14136,    6872,    1331,   10639,   11368,     373,    2445,   25148,     102,   45408,   48462,    9711,    6657,  -11284,   -8751,    1138,      11,    -845,     272,     158,   -2181,    2185,     -78,     401,  -14901,      92,  -11194,  -11124,     -90,    -160,  100.0,   29.5,    5.7,    0.3,   25.6,   12.5,    2.4,   19.3,   20.6,    0.7,    4.4,   45.6,    0.2,   82.4,   87.9,   17.6,   12.1,    277,     23,     15,.,     72,     44,     37,     39,     55,     17,     10,     18,.,    165,    171,    23.7,    44.4,    36.3,    50.2,    23.6,    44.3,    36.2,    50.2,"(NASDAQ 100 INDEX X $100)","20974+","CME ","209 ","F20","FutOnly"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,209742,CME ,00,209 ,  275596,   81205,   15633,     706,   70680,   34360,    6654,   53195,   56842,    1864,   12225,  125741,     510,  227039,  242310,   48557,   33286,  -56421,  -43757,    5691,      57,   -4226,    1361,     788,  -10906,   10923,    -392,    2005,  -74507,     460,  -55971,  -55619,    -450,    -802,  100.0,   29.5,    5.7,    0.3,   25.6,   12.5,    2.4,   19.3,   20.6,    0.7,    4.4,   45.6,    0.2,   82.4,   87.9,   17.6,   12.1,    277,     23,     15,.,     72,     44,     37,     39,     55,     17,     10,     18,.,    165,    171,    23.7,    44.4,    36.3,    50.2,    23.6,    44.3,    36.2,    50.2,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,239742,CME ,00,239 ,  497579,   94201,   38755,    4255,  251061,  229246,   53323,   66401,   84817,    1440,    6677,   67035,      13,  477371,  478884,   20208,   18695,   -9222,   -1789,  -15818,     -33,   -1772,    1014,    -713,   -1441,    5165,    -744,   -2193,    1159,      -1,   -8686,   -9971,    -536,     749,  100.0,   18.9,    7.8,    0.9,   50.5,   46.1,   10.7,   13.3,   17.0,    0.3,    1.3,   13.5,    0.0,   95.9,   96.2,    4.1,    3.8,    337,     32,     15,      4,     95,     62,     53,     48,     50,     14,     10,     25,.,    221,    189,    15.9,    22.0,    27.7,    35.3,    14.1,    21.4,    24.3,    33.8,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,239744,CME ,00,239 ,   13087,    4390,   10892,       0,    2866,    1725,       0,    5179,       0,      74,       0,       0,       0,   12509,   12691,     578,     396,      39,       0,    -104,       0,    -149,      39,       0,     156,       0,       8,       0,       0,       0,      15,     -57,      24,      96,  100.0,   33.5,   83.2,    0.0,   21.9,   13.2,    0.0,   39.6,    0.0,    0.6,    0.0,    0.0,    0.0,   95.6,   97.0,    4.4,    3.0,     21,.,      7,      0,      5,.,      0,      5,      0,.,      0,      0,      0,     11,     11,    75.7,    64.7,    90.0,    90.0,    75.7,    64.7,    89.5,    90.0,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,240741,CME ,00,240 ,   14714,       0,    6887,       0,    8310,     908,      11,    2059,    1782,       0,     453,    1042,       0,   10833,   10630,    3881,    4084,     -26,       0,    1026,       0,     189,       0,       6,    -461,    -464,       0,      28,    -353,       0,    -238,     215,     212,    -241,  100.0,    0.0,   46.8,    0.0,   56.5,    6.2,    0.1,   14.0,   12.1,    0.0,    3.1,    7.1,    0.0,   73.6,   72.2,   26.4,   27.8,     23,      0,      4,      0,      8,.,.,.,      5,      0,.,.,      0,     12,     13,    54.5,    54.3,    67.2,    67.3,    54.5,    54.3,    67.1,    67.3,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,240743,CME ,00,240 ,   39994,    6914,    8525,    1147,   14456,    6297,     726,    7028,    9194,     111,    1101,    1047,       0,   31483,   27047,    8511,   12947,    4094,    1415,    1907,     -36,    2269,     796,     554,     235,    2308,     -36,    -792,     387,       0,    3609,    5880,     485,   -1786,  100.0,   17.3,   21.3,    2.9,   36.1,   15.7,    1.8,   17.6,   23.0,    0.3,    2.8,    2.6,    0.0,   78.7,   67.6,   21.3,   32.4,     65,      4,      8,.,     10,      9,      5,     17,     13,.,.,.,      0,     36,     39,    34.3,    20.2,    50.3,    33.3,    32.9,    20.0,    48.4,    33.1,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"MSCI EAFE MINI INDEX - ICE FUTURES U.S.",200929,2020-09-29,244041,ICUS,01,244 ,  414091,   36039,  228600,    4424,  310695,  126590,   30868,   17940,   13877,     532,    5089,    2082,       0,  405587,  406973,    8504,    7118,     -69,    -380,   -3570,    -293,    2129,    1411,   -1281,   -1601,    2516,    -300,    2161,     878,       0,     435,    -639,    -504,     570,  100.0,    8.7,   55.2,    1.1,   75.0,   30.6,    7.5,    4.3,    3.4,    0.1,    1.2,    0.5,    0.0,   97.9,   98.3,    2.1,    1.7,    177,     12,     13,      4,     69,     44,     37,     11,     17,.,      7,      4,      0,    124,     97,    27.5,    45.6,    40.6,    61.5,    25.9,    45.3,    38.8,    60.7,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EMERGING MKTS INDEX - ICE FUTURES U.S.",200929,2020-09-29,244042,ICUS,01,244 , 1222105,   97228,  660054,    3977,  832332,  274255,  122647,   85575,   37972,    6984,   38575,  103152,    2326, 1189644, 1211367,   32461,   10738,     554,   11095,   -7945,     698,  -14245,    5807,     280,    1282,    -401,     556,     392,    2536,       3,      61,    1534,     493,    -980,  100.0,    8.0,   54.0,    0.3,   68.1,   22.4,   10.0,    7.0,    3.1,    0.6,    3.2,    8.4,    0.2,   97.3,   99.1,    2.7,    0.9,    416,     26,     20,      8,    175,     70,     82,     59,     28,     18,     25,     13,      4,    331,    197,    15.0,    44.6,    24.6,    62.0,    13.8,    44.5,    22.1,    61.0,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,33874A,CME ,00,138 ,   57016,    6633,    7476,     271,   36006,   43223,    1138,    3659,    1126,      35,       0,       0,       0,   47742,   53269,    9274,    3747,   -1714,    -372,   -1657,      16,    -303,     403,     -61,    -330,     662,    -267,       0,    -208,       0,   -1317,   -1112,    -397,    -602,  100.0,   11.6,   13.1,    0.5,   63.2,   75.8,    2.0,    6.4,    2.0,    0.1,    0.0,    0.0,    0.0,   83.7,   93.4,   16.3,    6.6,     68,      7,      5,.,     27,     18,     11,      8,.,.,      0,      0,      0,     47,     35,    31.0,    48.6,    47.3,    69.3,    30.9,    48.4,    46.3,    69.2,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",200929,2020-09-29,43874A,CME ,00,438 ,  192268,   47830,  149581,   32640,   22999,       0,    2486,   76452,     249,    6411,    3084,      65,     148,  192050,  191580,     218,     688,    1070,    1057,     207,     348,     100,       0,       0,    -737,     219,     296,      15,       0,       0,    1079,    1070,      -9,       0,  100.0,   24.9,   77.8,   17.0,   12.0,    0.0,    1.3,   39.8,    0.1,    3.3,    1.6,    0.0,    0.1,   99.9,   99.6,    0.1,    0.4,     83,     11,     19,     18,     14,      0,.,     27,.,      4,      8,.,.,     73,     36,    37.2,    61.1,    53.8,    85.0,    31.4,    55.2,    47.7,    71.9,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE",200929,2020-09-29,020601,CBT ,00,020 , 1186419,    4773,  147045,    3485,  647451,  177780,  180379,   83898,  497473,   28806,   64056,   15204,      40, 1012888, 1050212,  173531,  136207,    2131,   -3677,   -7534,     437,   17552,   -3925,   -1243,  -15521,   27354,   -4564,   -3824,   -9842,       0,  -10840,     683,   12971,    1448,  100.0,    0.4,   12.4,    0.3,   54.6,   15.0,   15.2,    7.1,   41.9,    2.4,    5.4,    1.3,    0.0,   85.4,   88.5,   14.6,   11.5,    177,      5,     18,      6,     58,     29,     46,     22,     32,     10,      7,      6,.,    116,    124,    27.9,    27.8,    38.6,    42.9,    22.6,    27.1,    31.8,    40.7,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
"ULTRA U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE",200929,2020-09-29,020604,CBT ,00,020 ,  992117,   24979,   97423,       0,  529542,  165127,  167870,   51687,  410023,   13203,   48557,   21525,       0,  835838,  875171,  156279,  116946,      11,     -71,     915,     -42,  -10260,     805,    -125,    5577,     927,   -1450,    2679,     -22,       0,   -3692,    1008,    3703,    -997,  100.0,    2.5,    9.8,    0.0,   53.4,   16.6,   16.9,    5.2,   41.3,    1.3,    4.9,    2.2,    0.0,   84.2,   88.2,   15.8,   11.8,    132,.,     13,      0,     55,     20,     49,      8,     24,     10,      6,      4,      0,     90,    101,    24.2,    30.4,    37.7,    45.7,    18.8,    28.9,    29.7,    42.3,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","FutOnly"
"2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE",200929,2020-09-29,042601,CBT ,00,042 , 2017184,   31791,  222354,    9350,  944852,  449437,  246732,  396754,  888325,   48388,  176121,   63493,     864, 1854852, 1928943,  162332,   88241,   -7314,   -3254,   41536,     229,  -15999,    -763,   -9987,   39569,  -27216,   -3150,  -10421,   -4945,     -20,   -3033,   -4316,   -4281,   -2998,  100.0,    1.6,   11.0,    0.5,   46.8,   22.3,   12.2,   19.7,   44.0,    2.4,    8.7,    3.1,    0.0,   92.0,   95.6,    8.0,    4.4,    293,     13,     27,      7,    106,     28,     68,     50,     42,     23,     21,      6,.,    227,    167,    15.0,    31.7,    24.7,    46.7,    13.8,    27.6,    22.1,    40.4,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","FutOnly"
"10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE",200929,2020-09-29,043602,CBT ,00,043 , 3287420,  181987,  301978,   41415, 1409267, 1158042,  612711,  387506,  687420,   56592,  202272,   89279,    1208, 2892958, 2948645,  394462,  338775,   25024,   -1747,   46962,   -7733,   41951,   -4477,   10509,   12215,   -3417,  -12584,  -16450,   -5826,     721,   26882,   24155,   -1858,     869,  100.0,    5.5,    9.2,    1.3,   42.9,   35.2,   18.6,   11.8,   20.9,    1.7,    6.2,    2.7,    0.0,   88.0,   89.7,   12.0,   10.3,    374,     19,     36,     10,    103,     74,    100,     46,     64,     27,     19,     13,.,    255,    259,    15.9,    26.0,    24.5,    36.4,    10.7,    17.0,    18.3,    27.1,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","FutOnly"
"ULTRA 10-YEAR U.S. T-NOTES - CHICAGO BOARD OF TRADE",200929,2020-09-29,043607,CBT ,00,043 ,  900709,   69689,   15566,    9378,  266784,  344483,  100451,  234451,  201850,   33567,   61126,    3495,       0,  775446,  708790,  125263,  191919,    9965,    9116,  -11180,    1590,    4149,    6885,    3938,  -14662,    6027,    4508,    -777,   -2829,       0,    7862,    8939,    2103,    1026,  100.0,    7.7,    1.7,    1.0,   29.6,   38.2,   11.2,   26.0,   22.4,    3.7,    6.8,    0.4,    0.0,   86.1,   78.7,   13.9,   21.3,    105,      5,.,      4,     26,     41,     39,     17,      9,     12,.,.,      0,     84,     76,    27.3,    26.0,    40.8,    34.8,    27.1,    25.0,    39.2,    33.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"5-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE",200929,2020-09-29,044601,CBT ,00,044 , 3287173,   88920,  267742,   23108, 1446779,  589586,  541835,  390399, 1373105,   92495,  371892,  103745,     259, 2955687, 2991875,  331486,  295298,   -9942,   18422,    6694,   -2098,   37582,   14909,   17987,  -17301,   34099,  -39660,  -14115,  -59345,       0,     817,  -27414,  -10759,   17472,  100.0,    2.7,    8.1,    0.7,   44.0,   17.9,   16.5,   11.9,   41.8,    2.8,   11.3,    3.2,    0.0,   89.9,   91.0,   10.1,    9.0,    300,     14,     22,      6,     93,     47,     79,     44,     59,     33,     12,      9,.,    217,    202,    27.4,    19.4,    37.2,    36.2,    23.8,    19.3,    31.1,    34.7,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE",200929,2020-09-29,045601,CBT ,00,045 , 1499331,  305122,  287275,  295738,   50029,    5833,   17476,  473895,  555646,  298577,   27082,    5397,     791, 1468710, 1466733,   30621,   32598,   43587,   19474,    3610,    1798,    3864,       0,    -658,   -4495,   23772,   17292,    7879,     388,    -124,   45030,   46078,   -1443,   -2491,  100.0,   20.4,   19.2,   19.7,    3.3,    0.4,    1.2,   31.6,   37.1,   19.9,    1.8,    0.4,    0.1,   98.0,   97.8,    2.0,    2.2,    101,     28,     15,     37,.,.,.,     23,     22,     32,      4,.,.,     86,     87,    38.5,    32.7,    51.9,    49.4,    33.5,    29.0,    41.3,    42.3,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","FutOnly"
